code,iso,country,WASTE.1990,WASTE.1991,WASTE.1992,WASTE.1993,WASTE.1994,WASTE.1995,WASTE.1996,WASTE.1997,WASTE.1998,WASTE.1999,WASTE.2000,WASTE.2001,WASTE.2002,WASTE.2003,WASTE.2004,WASTE.2005,WASTE.2006,WASTE.2007,WASTE.2008,WASTE.2009,WASTE.2010,WASTE.2011,WASTE.2012,WASTE.2013,WASTE.2014
434,LBY,Libya,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.9520958083832,-9999,20,-9999,-9999,21.9760479041916
662,LCA,Saint Lucia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
438,LIE,Liechtenstein,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
144,LKA,Sri Lanka,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0,-9999,-9999,0
426,LSO,Lesotho,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,5
440,LTU,Lithuania,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57,59,-9999,69,69,69,70,71,-9999,67,-9999,-9999,66.375
442,LUX,Luxembourg,100,-9999,-9999,-9999,100,100,-9999,-9999,-9999,100,-9999,-9999,-9999,100,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,100
428,LVA,Latvia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65,70,66,66,65,65,-9999,-9999,-9999,91,-9999,-9999,69.7142857142857
446,MAC,Macao,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
504,MAR,Morocco,-9999,2.05479452054795,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.7931034482759,80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13,-9999,10,-9999,-9999,34.3333333333333
492,MCO,Monaco,100,-9999,-9999,-9999,-9999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-9999,-9999,-9999,-9999,100
498,MDA,Moldova,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53,54,57,59,57,60,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,51.1666666666667
450,MDG,Madagascar,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,0,0,0,0,0,0,0,-9999,-9999,-9999,85,-9999,0,-9999,-9999,10.625
462,MDV,Maldives,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,5
484,MEX,Mexico,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13,-9999,-9999,-9999,-9999,67.4,-9999,-9999,-9999,-9999,74.19976528,-9999,-9999,-9999,51.5332550933333
584,MHL,Marshall Islands,0,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,0
807,MKD,Macedonia,5,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,5,5,6,6,6,6,6.5,7,7,7,-9999,-9999,12,-9999,-9999,6.85
466,MLI,Mali,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
470,MLT,Malta,13,-9999,-9999,-9999,-9999,13,13,13,13,13,36,36,36,36,36,36,36,35,42,48,-9999,-9999,-9999,-9999,37.7
104,MMR,Myanmar,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
499,MNE,Montenegro,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,-9999,-9999,10
496,MNG,Mongolia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60,-9999,-9999,-9999,-9999,10,-9999,-9999,35
580,MNP,Northern Mariana Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,82,-9999,-9999,-9999,-9999,-9999,82
508,MOZ,Mozambique,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,25
478,MRT,Mauritania,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
500,MSR,Montserrat,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
474,MTQ,Martinique,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44.3,-9999,-9999,48.2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46.25
480,MUS,Mauritius,10,-9999,-9999,-9999,-9999,10,10,10,10,15,20,20,20,22,23,23,25,25,-9999,-9999,-9999,10,-9999,-9999,20.8888888888889
454,MWI,Malawi,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
458,MYS,Malaysia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16,-9999,-9999,16
175,MYT,Mayotte,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
516,NAM,Namibia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,52,-9999,-9999,-9999,-9999,-9999,-9999,25,-9999,-9999,38.5
540,NCL,New Caledonia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
562,NER,Niger,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0
574,NFK,Norfolk Island,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
566,NGA,Nigeria,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,-9999,2,-9999,-9999,2,-9999,-9999,8
558,NIC,Nicaragua,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,10.5
570,NIU,Niue,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
528,NLD,Netherlands,98,98.3,98.6,98.8,99.1,99.4,99.7,99.9,100,100,100,100,100,100,100,100,100,-9999,100,-9999,100,-9999,-9999,-9999,100
578,NOR,Norway,80,-9999,-9999,86,86,87,87,90,93,93,94.13821597,92.87524015,93.48745133,93.96869945,95.02922693,95.16727188,95.15548727,95.28400597,95.34302224,95.4761492,96.12302831,96.36,-9999,-9999,94.8673165583333
524,NPL,Nepal,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
520,NRU,Nauru,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
554,NZL,New Zealand,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,82,-9999,-9999,82
512,OMN,Oman,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,20
586,PAK,Pakistan,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00013073604393,-9999,6,-9999,-9999,-9999,-9999,-9999,-9999,1,12.542916,-9999,5.13576168401098
591,PAN,Panama,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,31,33,34,36,46,48,55,-9999,-9999,-9999,30,-9999,-9999,38.1111111111111
612,PCN,Pitcairn,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
604,PER,Peru,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,24
608,PHL,Philippines,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,17,-9999,8.5
585,PLW,Palau,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,100
598,PNG,Papua New Guinea,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
616,POL,Poland,-9999,-9999,-9999,-9999,-9999,89.5,89.7,92.6,93.2,93.5,100,100,100,100,100,100,100,100,100,100,100,100,-9999,-9999,100
630,PRI,Puerto Rico,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100
408,PRK,North Korea,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
620,PRT,Portugal,65.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,77,-9999,-9999,-9999,84,86,-9999,91,95,95,92,89.33,-9999,-9999,-9999,-9999,90.3328571428571
600,PRY,Paraguay,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,3
275,PSE,State of Palestine,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
258,PYF,French Polynesia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
634,QAT,Qatar,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,87.51281759,68,-9999,-9999,77.756408795
638,REU,Reunion,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,32.2,-9999,-9999,35.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.05
642,ROU,Romania,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,27,28,28,29,29,-9999,36,-9999,-9999,29.1428571428571
643,RUS,Russia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,-9999,-9999,25
646,RWA,Rwanda,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-9999,-9999,0
682,SAU,Saudi Arabia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55.96933187,25,-9999,-9999,40.484665935
736,SDN,Sudan,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0,-9999,-9999,0
686,SEN,Senegal,-9999,-9999,-9999,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,5
702,SGP,Singapore,97.5,-9999,-9999,-9999,-9999,99,99,99,99,99,99,99,99,99.9,99.9,99.9,99.9,99.9,100,100,-9999,100,-9999,-9999,99.6818181818182
654,SHN,Saint Helena,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
744,SJM,Svalbard and Jan Mayen Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
90,SLB,Solomon Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0
694,SLE,Sierra Leone,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
222,SLV,El Salvador,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,10.5
674,SMR,San Marino,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
706,SOM,Somalia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
666,SPM,Saint Pierre and Miquelon,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
688,SRB,Serbia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13,-9999,-9999,-9999,-9999,14,17,19,-9999,10,-9999,-9999,14.6
678,STP,Sao Tome and Principe,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
740,SUR,Suriname,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
703,SVK,Slovakia,92.36,91.87,93.3,95.46,95.94,95.83,95.6,95.3,94.8,95.2,95.8,96.2,96.8,97.42,97.65,98.07,98.11,98.9,97.88,98.46,98.55,98.4,-9999,-9999,97.6866666666667
705,SVN,Slovenia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,73.6013,74.52005,75.4246,77.02715,85.77535,87.2563,88.735,89.91005,89.88655,90.76655,91.91,93.32,-9999,-9999,84.8444083333333
752,SWE,Sweden,100,-9999,100,-9999,100,100,-9999,-9999,100,-9999,100,-9999,100,100,100,100,100,-9999,-9999,-9999,100,-9999,-9999,-9999,100
748,SWZ,Swaziland,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,40
690,SYC,Seychelles,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
760,SYR,Syria,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,85.59463987,-9999,50,-9999,-9999,67.797319935
796,TCA,Turks and Caicos Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
148,TCD,Chad,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-9999,0
768,TGO,Togo,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
764,THA,Thailand,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12,100,-9999,56
762,TJK,Tajikistan,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,5
772,TKL,Tokelau,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
795,TKM,Turkmenistan,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,20
626,TLS,Timor-Leste,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,-9999,-9999,5
776,TON,Tonga,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
780,TTO,Trinidad and Tobago,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,20,20,30,20,25.2,25.2,-9999,-9999,-9999,-9999,-9999,-9999,22.9142857142857
788,TUN,Tunisia,9.1,-9999,-9999,-9999,-9999,20,-9999,-9999,-9999,34.1,36.7,38.7,41.9,44.9,46.8,48.4,51.2,51.8,52.5,97.91666667,-9999,80,-9999,-9999,53.7106060609091
792,TUR,Turkey,-9999,-9999,-9999,-9999,57.6,54.8,55.9,56,57.4,-9999,63.29,63.78,62.03,62.87,67.75,73.31,71.51,74.63,72.96,76.24,73.3,-9999,-9999,-9999,69.2427272727273
798,TUV,Tuvalu,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
999,TWN,Taiwan,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17,-9999,-9999,17
834,TZA,Tanzania,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,8,-9999,-9999,6.5
800,UGA,Uganda,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7,-9999,-9999,7
804,UKR,Ukraine,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21,-9999,-9999,21
858,URY,Uruguay,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,10
840,USA,United States of America,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,74.9,-9999,-9999,78,-9999,-9999,76.45
860,UZB,Uzbekistan,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
336,VAT,Holy See,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
670,VCT,Saint Vincent and the Grenadines,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
862,VEN,Venezuela,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.2,20.6,20.9,21.1,21.3,21.7,21.9,22,22.3,20,-9999,27,-9999,-9999,21.7272727272727
92,VGB,British Virgin Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.5
850,VIR,United States Virgin Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
704,VNM,Viet Nam,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,2,-9999,-9999,3.5
548,VUT,Vanuatu,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
876,WLF,Wallis and Futuna Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
882,WSM,Samoa,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
887,YEM,Yemen,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,0
710,ZAF,South Africa,-9999,-9999,-9999,-9999,-9999,39,39,41,43,45,46,48,50,50,52,54,34,57,-9999,-9999,-9999,10,-9999,-9999,44.5555555555556
894,ZMB,Zambia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15,-9999,-9999,15
716,ZWE,Zimbabwe,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,0,48.96907216,-9999,17.98969072
